Timestamp,Thread,LockType,Method,Action,Value
2025-05-06T16:44:29.590866200Z,main,WRITE,add,trying,15
2025-05-06T16:44:29.590866200Z,main,WRITE,add,acquired,15
2025-05-06T16:44:29.591867300Z,main,WRITE,add,released,15
2025-05-06T16:44:29.591867300Z,main,WRITE,add,trying,2
2025-05-06T16:44:29.591867300Z,main,WRITE,add,acquired,2
2025-05-06T16:44:29.592866600Z,main,WRITE,add,released,2
2025-05-06T16:44:29.592866600Z,main,WRITE,add,trying,7
2025-05-06T16:44:29.592866600Z,main,WRITE,add,acquired,7
2025-05-06T16:44:29.592866600Z,main,WRITE,add,released,7
2025-05-06T16:44:29.593863Z,main,WRITE,corrupt,trying,5->6
2025-05-06T16:44:29.593863Z,main,WRITE,corrupt,acquired,5->6
2025-05-06T16:44:29.594866200Z,main,WRITE,corrupt,corrupted,5->6
2025-05-06T16:44:29.594866200Z,main,WRITE,corrupt,released,5->6
2025-05-06T16:44:29.595871800Z,main,READ,printInOrder,trying,-
2025-05-06T16:44:29.595871800Z,main,READ,printInOrder,acquired,-
2025-05-06T16:44:29.596868300Z,main,READ,printInOrder,released,-
2025-05-06T16:44:29.596868300Z,main,READ,checkRep,trying,-
2025-05-06T16:44:29.597864500Z,main,READ,checkRep,acquired,-
2025-05-06T16:44:29.597864500Z,main,READ,checkRep,released,-
2025-05-06T16:44:29.598861900Z,main,WRITE,add,trying,10
2025-05-06T16:44:29.598861900Z,main,WRITE,add,acquired,10
2025-05-06T16:44:29.598861900Z,main,WRITE,add,released,10
2025-05-06T16:44:29.599868600Z,main,WRITE,add,trying,5
2025-05-06T16:44:29.599868600Z,main,WRITE,add,acquired,5
2025-05-06T16:44:29.599868600Z,main,WRITE,add,released,5
2025-05-06T16:44:29.599868600Z,main,WRITE,add,trying,15
2025-05-06T16:44:29.599868600Z,main,WRITE,add,acquired,15
2025-05-06T16:44:29.600865200Z,main,WRITE,add,released,15
2025-05-06T16:44:29.600865200Z,main,WRITE,add,trying,2
2025-05-06T16:44:29.600865200Z,main,WRITE,add,acquired,2
2025-05-06T16:44:29.600865200Z,main,WRITE,add,released,2
2025-05-06T16:44:29.601866500Z,main,WRITE,add,trying,7
2025-05-06T16:44:29.601866500Z,main,WRITE,add,acquired,7
2025-05-06T16:44:29.601866500Z,main,WRITE,add,released,7
2025-05-06T16:44:29.602863600Z,main,WRITE,corrupt,trying,10->1
2025-05-06T16:44:29.602863600Z,main,WRITE,corrupt,acquired,10->1
2025-05-06T16:44:29.602863600Z,main,WRITE,corrupt,corrupted,10->1
2025-05-06T16:44:29.602863600Z,main,WRITE,corrupt,released,10->1
2025-05-06T16:44:29.603868600Z,main,READ,printInOrder,trying,-
2025-05-06T16:44:29.603868600Z,main,READ,printInOrder,acquired,-
2025-05-06T16:44:29.604864600Z,main,READ,printInOrder,released,-
2025-05-06T16:44:29.605862500Z,main,READ,checkRep,trying,-
2025-05-06T16:44:29.605862500Z,main,READ,checkRep,acquired,-
2025-05-06T16:44:29.605862500Z,main,READ,checkRep,released,-
2025-05-06T16:44:29.607868800Z,main,WRITE,add,trying,0
2025-05-06T16:44:29.607868800Z,main,WRITE,add,acquired,0
2025-05-06T16:44:29.608863600Z,main,WRITE,add,released,0
2025-05-06T16:44:29.608863600Z,main,WRITE,add,trying,10
2025-05-06T16:44:29.608863600Z,main,WRITE,add,acquired,10
2025-05-06T16:44:29.608863600Z,main,WRITE,add,released,10
2025-05-06T16:44:29.609863200Z,main,WRITE,add,trying,20
2025-05-06T16:44:29.609863200Z,main,WRITE,add,acquired,20
2025-05-06T16:44:29.609863200Z,main,WRITE,add,released,20
2025-05-06T16:44:29.609863200Z,main,WRITE,add,trying,30
2025-05-06T16:44:29.610863800Z,main,WRITE,add,acquired,30
2025-05-06T16:44:29.610863800Z,main,WRITE,add,released,30
2025-05-06T16:44:29.611862500Z,main,WRITE,add,trying,40
2025-05-06T16:44:29.611862500Z,main,WRITE,add,acquired,40
2025-05-06T16:44:29.611862500Z,main,WRITE,add,released,40
2025-05-06T16:44:29.611862500Z,main,WRITE,add,trying,50
2025-05-06T16:44:29.612862900Z,main,WRITE,add,acquired,50
2025-05-06T16:44:29.612862900Z,main,WRITE,add,released,50
2025-05-06T16:44:29.612862900Z,main,WRITE,add,trying,60
2025-05-06T16:44:29.612862900Z,main,WRITE,add,acquired,60
2025-05-06T16:44:29.612862900Z,main,WRITE,add,released,60
2025-05-06T16:44:29.613862Z,main,WRITE,add,trying,70
2025-05-06T16:44:29.613862Z,main,WRITE,add,acquired,70
2025-05-06T16:44:29.613862Z,main,WRITE,add,released,70
2025-05-06T16:44:29.613862Z,main,WRITE,add,trying,80
2025-05-06T16:44:29.613862Z,main,WRITE,add,acquired,80
2025-05-06T16:44:29.613862Z,main,WRITE,add,released,80
2025-05-06T16:44:29.614862500Z,main,WRITE,add,trying,90
2025-05-06T16:44:29.614862500Z,main,WRITE,add,acquired,90
2025-05-06T16:44:29.614862500Z,main,WRITE,add,released,90
2025-05-06T16:44:29.614862500Z,main,READ,printInOrder,trying,-
2025-05-06T16:44:29.615862300Z,main,READ,printInOrder,acquired,-
2025-05-06T16:44:29.616863100Z,main,READ,printInOrder,released,-
2025-05-06T16:44:29.616863100Z,main,READ,checkRep,trying,-
2025-05-06T16:44:29.616863100Z,main,READ,checkRep,acquired,-
2025-05-06T16:44:29.616863100Z,main,READ,checkRep,released,-
2025-05-06T16:44:29.619862800Z,Reader-1,READ,contains,trying,85
2025-05-06T16:44:29.620863800Z,Reader-1,READ,contains,acquired,85
2025-05-06T16:44:29.620863800Z,Reader-1,READ,contains,released,85
2025-05-06T16:44:29.620863800Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:29.621862800Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:29.621862800Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:29.622862800Z,Writer-1,WRITE,add,trying,34
2025-05-06T16:44:29.623865200Z,Writer-2,WRITE,remove,trying,62
2025-05-06T16:44:29.623865200Z,Writer-1,WRITE,add,acquired,34
2025-05-06T16:44:29.624864400Z,Writer-1,WRITE,add,released,34
2025-05-06T16:44:29.624864400Z,Writer-2,WRITE,remove,acquired,62
2025-05-06T16:44:29.625864Z,Writer-2,WRITE,remove,released,62
2025-05-06T16:44:29.632877400Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:29.632877400Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:29.633864800Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:29.657867500Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:29.658867700Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:29.658867700Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:29.659868Z,Reader-1,READ,contains,trying,47
2025-05-06T16:44:29.659868Z,Reader-1,READ,contains,acquired,47
2025-05-06T16:44:29.660988900Z,Reader-1,READ,contains,released,47
2025-05-06T16:44:29.674984600Z,Reader-1,READ,contains,trying,54
2025-05-06T16:44:29.675986Z,Reader-1,READ,contains,acquired,54
2025-05-06T16:44:29.675986Z,Reader-1,READ,contains,released,54
2025-05-06T16:44:29.679013600Z,Writer-2,WRITE,remove,trying,3
2025-05-06T16:44:29.679013600Z,Writer-2,WRITE,remove,acquired,3
2025-05-06T16:44:29.679013600Z,Writer-2,WRITE,remove,released,3
2025-05-06T16:44:29.681032800Z,Reader-1,READ,contains,trying,34
2025-05-06T16:44:29.681032800Z,Reader-1,READ,contains,acquired,34
2025-05-06T16:44:29.681032800Z,Reader-1,READ,contains,released,34
2025-05-06T16:44:29.686001300Z,Writer-1,WRITE,add,trying,10
2025-05-06T16:44:29.686001300Z,Writer-1,WRITE,add,acquired,10
2025-05-06T16:44:29.686001300Z,Writer-1,WRITE,add,released,10
2025-05-06T16:44:29.689002500Z,Reader-1,READ,contains,trying,78
2025-05-06T16:44:29.689002500Z,Reader-1,READ,contains,acquired,78
2025-05-06T16:44:29.689984700Z,Reader-1,READ,contains,released,78
2025-05-06T16:44:29.701004700Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:29.701004700Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:29.701986400Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:29.720001400Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:29.720001400Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:29.720001400Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:29.740001200Z,Writer-2,WRITE,remove,trying,67
2025-05-06T16:44:29.740992500Z,Reader-1,READ,contains,trying,69
2025-05-06T16:44:29.741987700Z,Writer-2,WRITE,remove,acquired,67
2025-05-06T16:44:29.741987700Z,Writer-2,WRITE,remove,released,67
2025-05-06T16:44:29.741987700Z,Reader-1,READ,contains,acquired,69
2025-05-06T16:44:29.742985900Z,Reader-1,READ,contains,released,69
2025-05-06T16:44:29.749007500Z,Writer-2,WRITE,remove,trying,11
2025-05-06T16:44:29.749007500Z,Writer-2,WRITE,remove,acquired,11
2025-05-06T16:44:29.749993100Z,Writer-2,WRITE,remove,released,11
2025-05-06T16:44:29.761270300Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:29.761270300Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:29.762057300Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:29.762057300Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:29.762057300Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:29.762057300Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:29.767416200Z,Reader-1,READ,contains,trying,17
2025-05-06T16:44:29.767416200Z,Reader-1,READ,contains,acquired,17
2025-05-06T16:44:29.767416200Z,Reader-1,READ,contains,released,17
2025-05-06T16:44:29.768845200Z,Writer-1,WRITE,add,trying,28
2025-05-06T16:44:29.768845200Z,Writer-1,WRITE,add,acquired,28
2025-05-06T16:44:29.768845200Z,Writer-1,WRITE,add,released,28
2025-05-06T16:44:29.770032400Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:29.770032400Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:29.770032400Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:29.772426200Z,Writer-1,WRITE,add,trying,49
2025-05-06T16:44:29.772426200Z,Writer-1,WRITE,add,acquired,49
2025-05-06T16:44:29.772426200Z,Writer-1,WRITE,add,released,49
2025-05-06T16:44:29.783931200Z,Reader-1,READ,contains,trying,62
2025-05-06T16:44:29.783931200Z,Reader-1,READ,contains,acquired,62
2025-05-06T16:44:29.783931200Z,Reader-1,READ,contains,released,62
2025-05-06T16:44:29.789949600Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:29.790940900Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:29.791933900Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:29.796947700Z,Writer-2,WRITE,remove,trying,62
2025-05-06T16:44:29.796947700Z,Writer-2,WRITE,remove,acquired,62
2025-05-06T16:44:29.797934700Z,Writer-2,WRITE,remove,released,62
2025-05-06T16:44:29.818949200Z,Reader-1,READ,contains,trying,92
2025-05-06T16:44:29.818949200Z,Reader-1,READ,contains,acquired,92
2025-05-06T16:44:29.819935200Z,Reader-1,READ,contains,released,92
2025-05-06T16:44:29.826934500Z,Writer-2,WRITE,remove,trying,92
2025-05-06T16:44:29.826934500Z,Writer-2,WRITE,remove,acquired,92
2025-05-06T16:44:29.827933200Z,Writer-2,WRITE,remove,released,92
2025-05-06T16:44:29.833949Z,Reader-1,READ,contains,trying,96
2025-05-06T16:44:29.834933300Z,Reader-1,READ,contains,acquired,96
2025-05-06T16:44:29.834933300Z,Reader-1,READ,contains,released,96
2025-05-06T16:44:29.836934700Z,Writer-2,WRITE,remove,trying,52
2025-05-06T16:44:29.836934700Z,Writer-2,WRITE,remove,acquired,52
2025-05-06T16:44:29.836934700Z,Writer-2,WRITE,remove,released,52
2025-05-06T16:44:29.838962700Z,Writer-1,WRITE,add,trying,59
2025-05-06T16:44:29.838962700Z,Writer-1,WRITE,add,acquired,59
2025-05-06T16:44:29.838962700Z,Writer-1,WRITE,add,released,59
2025-05-06T16:44:29.841935400Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:29.842935500Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:29.842935500Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:29.862489700Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:29.862489700Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:29.863488200Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:29.876488500Z,Reader-1,READ,contains,trying,76
2025-05-06T16:44:29.876488500Z,Reader-1,READ,contains,acquired,76
2025-05-06T16:44:29.877489800Z,Reader-1,READ,contains,released,76
2025-05-06T16:44:29.898505Z,Writer-2,WRITE,remove,trying,62
2025-05-06T16:44:29.898505Z,Writer-2,WRITE,remove,acquired,62
2025-05-06T16:44:29.899489600Z,Writer-2,WRITE,remove,released,62
2025-05-06T16:44:29.903490200Z,Writer-1,WRITE,add,trying,85
2025-05-06T16:44:29.904488700Z,Writer-1,WRITE,add,acquired,85
2025-05-06T16:44:29.904488700Z,Writer-1,WRITE,add,released,85
2025-05-06T16:44:29.908490300Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:29.909491400Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:29.910497600Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:29.912490Z,Reader-1,READ,contains,trying,10
2025-05-06T16:44:29.913489300Z,Reader-1,READ,contains,acquired,10
2025-05-06T16:44:29.913489300Z,Reader-1,READ,contains,released,10
2025-05-06T16:44:29.950758Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:29.951748Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:29.951748Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:29.954767100Z,Writer-2,WRITE,remove,trying,69
2025-05-06T16:44:29.954767100Z,Writer-2,WRITE,remove,acquired,69
2025-05-06T16:44:29.955749Z,Writer-2,WRITE,remove,released,69
2025-05-06T16:44:29.965603Z,Reader-1,READ,contains,trying,74
2025-05-06T16:44:29.966602600Z,Reader-1,READ,contains,acquired,74
2025-05-06T16:44:29.966602600Z,Reader-1,READ,contains,released,74
2025-05-06T16:44:29.976673Z,Reader-1,READ,contains,trying,98
2025-05-06T16:44:29.976673Z,Reader-1,READ,contains,acquired,98
2025-05-06T16:44:29.977604400Z,Reader-1,READ,contains,released,98
2025-05-06T16:44:29.981619400Z,Reader-1,READ,contains,trying,37
2025-05-06T16:44:29.981619400Z,Reader-1,READ,contains,acquired,37
2025-05-06T16:44:29.982603400Z,Reader-1,READ,contains,released,37
2025-05-06T16:44:29.986619900Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:29.986619900Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:29.986619900Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:29.987605800Z,Reader-1,READ,contains,trying,5
2025-05-06T16:44:29.987605800Z,Reader-1,READ,contains,acquired,5
2025-05-06T16:44:29.987605800Z,Reader-1,READ,contains,released,5
2025-05-06T16:44:29.988603100Z,Writer-1,WRITE,add,trying,77
2025-05-06T16:44:29.988603100Z,Writer-1,WRITE,add,acquired,77
2025-05-06T16:44:29.989605500Z,Writer-1,WRITE,add,released,77
2025-05-06T16:44:29.994604100Z,Reader-1,READ,contains,trying,0
2025-05-06T16:44:29.994604100Z,Reader-1,READ,contains,acquired,0
2025-05-06T16:44:29.994604100Z,Reader-1,READ,contains,released,0
2025-05-06T16:44:30.002602200Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:30.002602200Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:30.002602200Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:30.003603800Z,Reader-1,READ,contains,trying,63
2025-05-06T16:44:30.003603800Z,Reader-1,READ,contains,acquired,63
2025-05-06T16:44:30.003603800Z,Reader-1,READ,contains,released,63
2025-05-06T16:44:30.004605600Z,Writer-1,WRITE,add,trying,81
2025-05-06T16:44:30.004605600Z,Writer-1,WRITE,add,acquired,81
2025-05-06T16:44:30.004605600Z,Writer-1,WRITE,add,released,81
2025-05-06T16:44:30.009606400Z,Reader-1,READ,contains,trying,89
2025-05-06T16:44:30.009606400Z,Reader-1,READ,contains,acquired,89
2025-05-06T16:44:30.010725500Z,Reader-1,READ,contains,released,89
2025-05-06T16:44:30.012632500Z,Writer-1,WRITE,add,trying,76
2025-05-06T16:44:30.012632500Z,Writer-1,WRITE,add,acquired,76
2025-05-06T16:44:30.012632500Z,Writer-1,WRITE,add,released,76
2025-05-06T16:44:30.018603100Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:30.018603100Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:30.018603100Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:30.031618900Z,Reader-1,READ,contains,trying,75
2025-05-06T16:44:30.031618900Z,Reader-1,READ,contains,acquired,75
2025-05-06T16:44:30.032603800Z,Reader-1,READ,contains,released,75
2025-05-06T16:44:30.032603800Z,Writer-2,WRITE,remove,trying,62
2025-05-06T16:44:30.032603800Z,Writer-2,WRITE,remove,acquired,62
2025-05-06T16:44:30.033605Z,Writer-2,WRITE,remove,released,62
2025-05-06T16:44:30.035625800Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:30.035625800Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:30.035625800Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:30.050647700Z,Writer-1,WRITE,add,trying,86
2025-05-06T16:44:30.051631200Z,Writer-1,WRITE,add,acquired,86
2025-05-06T16:44:30.051631200Z,Writer-1,WRITE,add,released,86
2025-05-06T16:44:30.053649Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:30.053649Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:30.053649Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:30.105437200Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:30.106422100Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:30.107417200Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:30.138497100Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:30.138497100Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:30.139480500Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:30.173706Z,main,READ,printInOrder,trying,-
2025-05-06T16:44:30.174707300Z,main,READ,printInOrder,acquired,-
2025-05-06T16:44:30.176708400Z,main,READ,printInOrder,released,-
2025-05-06T16:44:30.177711200Z,main,READ,checkRep,trying,-
2025-05-06T16:44:30.177711200Z,main,READ,checkRep,acquired,-
2025-05-06T16:44:30.177711200Z,main,READ,checkRep,released,-
2025-05-06T16:44:30.178704600Z,main,WRITE,add,trying,42
2025-05-06T16:44:30.178704600Z,main,WRITE,add,acquired,42
2025-05-06T16:44:30.178704600Z,main,WRITE,add,released,42
2025-05-06T16:44:30.183705100Z,Reader-1,READ,contains,trying,42
2025-05-06T16:44:30.184705200Z,Reader-1,READ,contains,acquired,42
2025-05-06T16:44:30.184705200Z,Reader-1,READ,contains,released,42
2025-05-06T16:44:30.184705200Z,Writer-0,WRITE,remove,trying,35
2025-05-06T16:44:30.185705100Z,Writer-0,WRITE,remove,acquired,35
2025-05-06T16:44:30.185705100Z,Writer-0,WRITE,remove,released,35
2025-05-06T16:44:30.185705100Z,Writer-2,WRITE,remove,trying,17
2025-05-06T16:44:30.187707Z,Writer-2,WRITE,remove,acquired,17
2025-05-06T16:44:30.187707Z,Writer-2,WRITE,remove,released,17
2025-05-06T16:44:30.187707Z,Writer-3,WRITE,remove,trying,50
2025-05-06T16:44:30.188706700Z,Writer-1,WRITE,add,trying,35
2025-05-06T16:44:30.189707600Z,Writer-4,WRITE,add,trying,42
2025-05-06T16:44:30.191708100Z,Reader-0,READ,contains,trying,42
2025-05-06T16:44:30.191708100Z,Reader-2,READ,contains,trying,35
2025-05-06T16:44:30.192708Z,Reader-1,READ,checkRep,trying,-
2025-05-06T16:44:30.192708Z,Writer-0,WRITE,remove,trying,42
2025-05-06T16:44:30.193705400Z,Writer-3,WRITE,remove,acquired,50
2025-05-06T16:44:30.193705400Z,Writer-3,WRITE,remove,released,50
2025-05-06T16:44:30.193705400Z,Writer-1,WRITE,add,acquired,35
2025-05-06T16:44:30.194705800Z,Writer-1,WRITE,add,released,35
2025-05-06T16:44:30.195705600Z,Writer-2,WRITE,remove,trying,35
2025-05-06T16:44:30.195705600Z,Writer-4,WRITE,add,acquired,42
2025-05-06T16:44:30.197706400Z,Writer-4,WRITE,add,released,42
2025-05-06T16:44:30.199749700Z,Writer-1,WRITE,add,trying,42
2025-05-06T16:44:30.200705500Z,Reader-1,READ,checkRep,acquired,-
2025-05-06T16:44:30.200705500Z,Reader-1,READ,checkRep,released,-
2025-05-06T16:44:30.200705500Z,Reader-2,READ,contains,acquired,35
2025-05-06T16:44:30.201703900Z,Reader-0,READ,contains,acquired,42
2025-05-06T16:44:30.201703900Z,Reader-2,READ,contains,released,35
2025-05-06T16:44:30.202705700Z,Writer-3,WRITE,remove,trying,35
2025-05-06T16:44:30.202705700Z,Reader-2,READ,checkRep,trying,-
2025-05-06T16:44:30.203706300Z,Writer-0,WRITE,remove,acquired,42
2025-05-06T16:44:30.204704900Z,Writer-0,WRITE,remove,released,42
2025-05-06T16:44:30.204704900Z,Reader-0,READ,contains,released,42
2025-05-06T16:44:30.205705Z,Writer-2,WRITE,remove,acquired,35
2025-05-06T16:44:30.205705Z,Writer-2,WRITE,remove,released,35
2025-05-06T16:44:30.205705Z,Reader-0,READ,checkRep,trying,-
2025-05-06T16:44:30.206705600Z,Writer-1,WRITE,add,acquired,42
2025-05-06T16:44:30.206705600Z,Writer-1,WRITE,add,released,42
2025-05-06T16:44:30.207709700Z,Reader-1,READ,contains,trying,50
2025-05-06T16:44:30.208707800Z,Writer-2,WRITE,add,trying,42
2025-05-06T16:44:30.208707800Z,Writer-4,WRITE,remove,trying,17
2025-05-06T16:44:30.209706Z,Writer-3,WRITE,remove,acquired,35
2025-05-06T16:44:30.209706Z,Reader-2,READ,checkRep,acquired,-
2025-05-06T16:44:30.210706Z,Reader-2,READ,checkRep,released,-
2025-05-06T16:44:30.211706400Z,Writer-3,WRITE,remove,released,35
2025-05-06T16:44:30.211706400Z,Reader-1,READ,contains,acquired,50
2025-05-06T16:44:30.212705400Z,Reader-1,READ,contains,released,50
2025-05-06T16:44:30.212705400Z,Reader-0,READ,checkRep,acquired,-
2025-05-06T16:44:30.213706500Z,Reader-0,READ,checkRep,released,-
2025-05-06T16:44:30.213706500Z,Writer-3,WRITE,remove,trying,35
2025-05-06T16:44:30.213706500Z,Writer-0,WRITE,remove,trying,50
2025-05-06T16:44:30.214707Z,Reader-2,READ,contains,trying,42
2025-05-06T16:44:30.214707Z,Writer-2,WRITE,add,acquired,42
2025-05-06T16:44:30.215704200Z,Writer-2,WRITE,add,released,42
2025-05-06T16:44:30.215704200Z,Writer-1,WRITE,add,trying,42
2025-05-06T16:44:30.216704400Z,Reader-1,READ,contains,trying,60
2025-05-06T16:44:30.216704400Z,Writer-4,WRITE,remove,acquired,17
2025-05-06T16:44:30.216704400Z,Writer-4,WRITE,remove,released,17
2025-05-06T16:44:30.217705800Z,Writer-3,WRITE,remove,acquired,35
2025-05-06T16:44:30.217705800Z,Reader-0,READ,contains,trying,60
2025-05-06T16:44:30.217705800Z,Writer-0,WRITE,remove,acquired,50
2025-05-06T16:44:30.218706Z,Writer-0,WRITE,remove,released,50
2025-05-06T16:44:30.218706Z,Writer-3,WRITE,remove,released,35
2025-05-06T16:44:30.218706Z,Reader-2,READ,contains,acquired,42
2025-05-06T16:44:30.219704200Z,Reader-2,READ,contains,released,42
2025-05-06T16:44:30.219704200Z,Writer-1,WRITE,add,acquired,42
2025-05-06T16:44:30.220705800Z,Writer-0,WRITE,remove,trying,60
2025-05-06T16:44:30.220705800Z,Reader-0,READ,contains,acquired,60
2025-05-06T16:44:30.220705800Z,Reader-0,READ,contains,released,60
2025-05-06T16:44:30.221704800Z,Reader-1,READ,contains,acquired,60
2025-05-06T16:44:30.221704800Z,Writer-1,WRITE,add,released,42
2025-05-06T16:44:30.221704800Z,Writer-0,WRITE,remove,acquired,60
2025-05-06T16:44:30.221704800Z,Writer-0,WRITE,remove,released,60
2025-05-06T16:44:30.222704800Z,Reader-1,READ,contains,released,60
2025-05-06T16:44:30.222704800Z,Writer-2,WRITE,remove,trying,17
2025-05-06T16:44:30.222704800Z,Writer-2,WRITE,remove,acquired,17
2025-05-06T16:44:30.223706Z,Writer-2,WRITE,remove,released,17
2025-05-06T16:44:30.223706Z,Reader-0,READ,contains,trying,42
2025-05-06T16:44:30.224705800Z,Reader-0,READ,contains,acquired,42
2025-05-06T16:44:30.224705800Z,Reader-0,READ,contains,released,42
2025-05-06T16:44:30.225707300Z,Reader-2,READ,contains,trying,60
2025-05-06T16:44:30.226707100Z,Writer-3,WRITE,remove,trying,60
2025-05-06T16:44:30.226707100Z,Writer-4,WRITE,add,trying,17
2025-05-06T16:44:30.227709Z,Reader-2,READ,contains,acquired,60
2025-05-06T16:44:30.227709Z,Reader-2,READ,contains,released,60
2025-05-06T16:44:30.227709Z,Reader-1,READ,contains,trying,60
2025-05-06T16:44:30.228708200Z,Writer-1,WRITE,remove,trying,50
2025-05-06T16:44:30.228708200Z,Writer-2,WRITE,remove,trying,17
2025-05-06T16:44:30.228708200Z,Reader-2,READ,contains,trying,17
2025-05-06T16:44:30.229705200Z,Writer-3,WRITE,remove,acquired,60
2025-05-06T16:44:30.229705200Z,Writer-3,WRITE,remove,released,60
2025-05-06T16:44:30.229705200Z,Writer-4,WRITE,add,acquired,17
2025-05-06T16:44:30.230706400Z,Reader-0,READ,contains,trying,17
2025-05-06T16:44:30.230706400Z,Reader-1,READ,contains,acquired,60
2025-05-06T16:44:30.230706400Z,Reader-1,READ,contains,released,60
2025-05-06T16:44:30.231705800Z,Writer-4,WRITE,add,released,17
2025-05-06T16:44:30.231705800Z,Writer-1,WRITE,remove,acquired,50
2025-05-06T16:44:30.232710Z,Writer-1,WRITE,remove,released,50
2025-05-06T16:44:30.232710Z,Writer-0,WRITE,add,trying,17
2025-05-06T16:44:30.233707100Z,Reader-1,READ,contains,trying,35
2025-05-06T16:44:30.233707100Z,Writer-2,WRITE,remove,acquired,17
2025-05-06T16:44:30.233707100Z,Writer-2,WRITE,remove,released,17
2025-05-06T16:44:30.234705300Z,Reader-0,READ,contains,acquired,17
2025-05-06T16:44:30.234705300Z,Reader-0,READ,contains,released,17
2025-05-06T16:44:30.234705300Z,Reader-2,READ,contains,acquired,17
2025-05-06T16:44:30.235707500Z,Reader-2,READ,contains,released,17
2025-05-06T16:44:30.235707500Z,Writer-0,WRITE,add,acquired,17
2025-05-06T16:44:30.235707500Z,Writer-0,WRITE,add,released,17
2025-05-06T16:44:30.236705Z,Reader-1,READ,contains,acquired,35
2025-05-06T16:44:30.236705Z,Reader-1,READ,contains,released,35
2025-05-06T16:44:30.237705700Z,Reader-0,READ,contains,trying,60
2025-05-06T16:44:30.237705700Z,Writer-3,WRITE,add,trying,42
2025-05-06T16:44:30.238706300Z,Writer-4,WRITE,remove,trying,50
2025-05-06T16:44:30.238706300Z,Writer-1,WRITE,remove,trying,50
2025-05-06T16:44:30.238706300Z,Reader-0,READ,contains,acquired,60
